well_plate,IF main antibody location,IF additional antibody location
B06_6736,Vesicles,
C06_6736,Nucleoplasm,Cytosol
D06_6736,Nucleoplasm,Nuclear bodies;Actin filaments;Cytosol
E06_6736,Plasma membrane,Cytosol
F06_6736,Cytosol,Plasma membrane
G06_6736,,
H06_6736,Mitochondria,
A07_6736,Nucleoplasm;Golgi apparatus,
B07_6736,Cytosol,Nucleoplasm
C07_6736,Nucleoplasm;Golgi apparatus,
D07_6736,Plasma membrane;Cytosol,
E07_6736,Vesicles,Cytosol
F07_6736,Nucleoplasm;Golgi apparatus;Vesicles,
G07_6736,Vesicles,
H07_6736,Mitochondria,
A08_6736,Cytosol,
B08_6736,Mitochondria,
C08_6736,Golgi apparatus,
D08_6736,Nucleoplasm,
E08_6736,Cytosol,Nucleoli
F08_6736,Vesicles,
G08_6736,Nucleoplasm,
H08_6736,Cytosol,Nuclear bodies
A09_6736,Nucleoplasm;Cytosol,
B09_6736,Intermediate filaments,Golgi apparatus
C09_6736,Nucleoplasm,
D09_6736,Nucleoplasm,Cytosol
E09_6736,Nucleoplasm,Mitotic chromosome
F09_6736,Nucleoplasm,Centrosome
G09_6736,Nucleoplasm,
H09_6736,Cytosol,Nucleoplasm
A10_6736,Cytosol,
B10_6736,Peroxisomes,
C10_6736,Nucleoplasm;Vesicles,
D10_6736,Plasma membrane,Actin filaments;Cytosol
E10_6736,Golgi apparatus;Vesicles,
F10_6736,Intermediate filaments,Cytosol
G10_6736,Nucleoplasm,
H10_6736,Vesicles,Nuclear bodies
A11_6736,Cytosol,Nucleoplasm
B11_6736,Vesicles,Nucleoli fibrillar center
C11_6736,Mitochondria,Nucleoli
D11_6736,Nuclear bodies;Endoplasmic reticulum;Cytosol,Nucleoli
E11_6736,Nuclear speckles,
F11_6736,Nucleoplasm,Intermediate filaments;Centrosome
G11_6736,Mitochondria,
H11_6736,Nuclear speckles,Cytosol
A12_6736,Nucleoplasm,Nuclear bodies
B12_6736,Nucleoplasm,Cytosol
C12_6736,Vesicles,
D12_6736,Nucleoplasm,
E12_6736,Vesicles,Centrosome
F12_6736,Vesicles,Nucleoplasm
G12_6736,Vesicles,
A01_6745,Mitochondria,
B01_6745,Cytosol,
C01_6745,Intermediate filaments,
D01_6745,Vesicles,Aggresome
E01_6745,Mitochondria,Vesicles
F01_6745,Cytosol,Nuclear bodies
G01_6745,Vesicles,Cytosol
H01_6745,Vesicles,Plasma membrane
A02_6745,Cytosol,Cell Junctions
B02_6745,Cytosol,
C02_6745,Plasma membrane,Cytosol
D02_6745,Nucleoplasm,Cytosol
E02_6745,Vesicles,
F02_6745,Mitochondria,
G02_6745,Vesicles,
H02_6745,Mitochondria,
A03_6745,Mitochondria,
B03_6745,Nuclear speckles,Cell Junctions
C03_6745,Nucleoplasm;Nucleoli,
D03_6745,Nucleoplasm,Nucleoli
E03_6745,Mitochondria,Nucleoplasm
F03_6745,Plasma membrane,Nucleoplasm;Cytosol
G03_6745,Nucleoplasm,Plasma membrane;Focal adhesion sites
H03_6745,Cytosol,
A04_6745,Nucleoplasm;Cytosol,
B04_6745,Cytosol,
C04_6745,Golgi apparatus,
D04_6745,Nucleoplasm;Cytosol,
E04_6745,Vesicles,
F04_6745,Nucleoli,Cytosol
G04_6745,Golgi apparatus;Plasma membrane,
H04_6745,Nucleoli fibrillar center,Mitochondria
A05_6745,Nucleoli;Nucleoli fibrillar center,Nucleoplasm
B05_6745,Nucleoplasm,
C05_6745,Peroxisomes,Microtubules
D05_6745,Mitochondria,
E05_6745,Mitochondria,Nucleoli
F05_6745,Vesicles,Golgi apparatus
G05_6745,Mitochondria,Nucleoplasm;Cytosol
H05_6745,Nuclear speckles,Nucleoplasm;Cytosol
A06_6745,Nucleoplasm,Cytosol
B06_6745,Nucleoplasm,Vesicles
C06_6745,Mitochondria,
D06_6745,Nucleoplasm,
E06_6745,Nucleoplasm,
F06_6745,Nuclear membrane,Nucleoplasm;Cytosol
G06_6745,Vesicles,Nucleoplasm
H06_6745,Nucleoli,Nucleoplasm;Cytosol
A07_6745,Nucleoplasm,Nuclear bodies;Vesicles
B07_6745,Nucleoplasm,Golgi apparatus
C07_6745,Nucleoplasm,Vesicles
D07_6745,Nucleoplasm;Nuclear membrane;Nucleoli;Mitochondria,
E07_6745,Vesicles,
F07_6745,Actin filaments,Plasma membrane;Cytosol
G07_6745,Nucleoplasm,Golgi apparatus;Actin filaments
H07_6745,Cytosol,
A08_6745,Nucleoplasm,Nuclear speckles
B08_6745,Nuclear speckles,Cytosol
C08_6745,Plasma membrane,
D08_6745,Nucleoplasm,Vesicles
E08_6745,Nucleoplasm,Cytosol
F08_6745,Nucleoplasm,Nucleoli
G08_6745,Nucleoli,
H08_6745,Cytosol,
A09_6745,Vesicles,
B09_6745,Nucleoplasm;Cytosol,
C09_6745,Vesicles,
D09_6745,Mitochondria,
E09_6745,Endoplasmic reticulum,
F09_6745,Nucleoplasm,
G09_6745,Nucleoplasm,Cytosol
H09_6745,Nucleoplasm;Cytosol,Nuclear bodies;Vesicles
A10_6745,Nucleoplasm,Vesicles
B10_6745,Nucleoplasm,
C10_6745,Nucleoli,
D10_6745,Vesicles;Lipid droplets,
E10_6745,Golgi apparatus,Nucleoplasm;Nucleoli
F10_6745,Nucleoplasm,
G10_6745,Plasma membrane;Actin filaments,
H10_6745,Golgi apparatus;Cytosol,
A11_6745,Nucleoplasm;Golgi apparatus,Nuclear bodies;Cytosol
B11_6745,,
C11_6745,,
D11_6745,,
E11_6745,,
F11_6745,,
G11_6745,,
H11_6745,,
A12_6745,,
B12_6745,,
C12_6745,,
D12_6745,,
E12_6745,,
F12_6745,,
G12_6745,,
